City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
347,Primorsko,BG,42.2667,27.7667,84.67,58,2,8.1,clear sky
348,Burns Lake,CA,54.2331,-125.7533,53.02,87,100,2.98,overcast clouds
349,Greeley,US,40.4233,-104.7091,76.55,49,0,6.91,clear sky
350,Port Elizabeth,ZA,-33.918,25.5701,54.32,81,100,17.27,light rain
351,Ossora,RU,59.2353,163.0719,53.65,99,100,2.28,moderate rain
352,Tongzi,CN,28.7829,105.0877,69.57,96,100,6.76,overcast clouds
353,Mahebourg,MU,-20.4081,57.7,71.89,83,40,0.0,scattered clouds
354,Lesnoy,RU,57.6198,63.0784,66.63,64,12,5.68,few clouds
355,Gat,IL,31.61,34.7642,92.39,100,0,12.64,clear sky
356,Camocim,BR,-2.9022,-40.8411,91.08,49,9,12.62,clear sky
357,Khor,RU,47.8861,134.9464,57.58,88,100,8.99,light rain
358,Leningradskiy,RU,69.3833,178.4167,34.32,95,89,1.86,overcast clouds
359,Cayenne,GF,4.9333,-52.3333,89.64,51,20,5.75,few clouds
360,Salmas,IR,38.1973,44.7653,77.13,19,17,2.93,few clouds
361,Barcelos,PT,41.5388,-8.6151,77.92,59,27,8.1,scattered clouds
362,Hambantota,LK,6.1241,81.1185,80.94,89,20,3.44,few clouds
363,Dalbandin,PK,28.8947,64.4101,91.65,11,0,1.95,clear sky
364,Oranjemund,NA,-28.55,16.4333,57.97,71,0,27.92,clear sky
365,Sao Filipe,CV,14.8961,-24.4956,77.61,81,100,12.86,light rain
366,Yasugi,JP,35.4333,133.25,75.22,83,75,1.14,broken clouds
367,Dawson Creek,CA,55.7666,-120.2362,60.44,67,40,8.05,scattered clouds
368,Abha,SA,18.2164,42.5053,80.42,14,20,12.66,few clouds
369,Makat,KZ,47.6469,53.3463,88.2,18,31,9.93,scattered clouds
370,Auki,SB,-8.7676,160.7034,75.74,90,32,4.81,scattered clouds
371,Yeppoon,AU,-23.1333,150.7333,62.38,80,82,13.29,broken clouds
372,Baculin,PH,7.4525,126.5842,77.9,85,88,3.38,light rain
373,Kahului,US,20.8947,-156.47,77.85,77,20,6.91,few clouds
374,Moose Factory,CA,51.2585,-80.6094,77.0,73,0,11.5,clear sky
375,Port Hedland,AU,-20.3167,118.5667,62.65,63,4,4.61,clear sky
376,Monrovia,LR,6.3005,-10.7969,79.47,73,90,13.11,overcast clouds
377,Beni,CD,0.5,29.4667,66.0,87,88,3.71,light rain
378,Natal,BR,-5.795,-35.2094,88.02,58,40,23.02,scattered clouds
379,Beloye,UA,48.4952,39.0505,83.48,29,5,8.3,clear sky
380,Kieta,PG,-6.2167,155.6333,78.04,85,100,6.82,light rain
381,Nuuk,GL,64.1835,-51.7216,50.61,62,75,4.61,broken clouds
382,Beringovskiy,RU,63.05,179.3167,49.73,98,100,12.93,moderate rain
383,Launceston,AU,-41.45,147.1667,52.16,90,100,3.44,overcast clouds
384,Saint-Louis,SN,16.3333,-15.0,98.24,43,80,12.15,broken clouds
385,Barsovo,RU,61.1667,73.1667,51.93,90,59,4.21,broken clouds
386,Mecca,SA,21.4267,39.8261,97.48,26,7,11.77,clear sky
387,Chicama,PE,-7.8447,-79.1469,59.54,59,28,8.34,scattered clouds
388,Puteyets,RU,65.1716,57.091,58.08,91,98,5.12,overcast clouds
389,Guerrero Negro,MX,27.9769,-114.0611,72.91,73,93,11.16,overcast clouds
390,Lagos,NG,6.5833,3.75,84.52,68,53,8.3,broken clouds
391,Vao,NC,-22.6667,167.4833,68.59,60,64,17.54,broken clouds
392,Madawaska,US,47.3561,-68.3288,75.09,61,0,5.75,clear sky
393,Rocha,UY,-34.4833,-54.3333,54.34,54,3,5.41,clear sky
394,Ribeira Grande,PT,38.5167,-28.7,79.2,83,40,12.66,scattered clouds
395,Penzance,GB,50.1186,-5.5371,70.48,56,20,20.71,few clouds
396,Seoul,KR,37.5683,126.9778,69.37,72,0,10.36,clear sky
397,Barbosa Ferraz,BR,-24.03,-52.0117,75.25,45,77,7.9,broken clouds
398,The Valley,AI,18.217,-63.0578,88.11,79,40,13.8,scattered clouds
399,Port Macquarie,AU,-31.4333,152.9167,56.89,82,100,13.02,light rain
400,Solnechnyy,RU,50.7214,136.6319,54.14,89,99,3.42,overcast clouds
401,Verkhoyansk,RU,67.5447,133.385,53.56,60,95,2.35,overcast clouds
402,Stromness,GB,58.965,-3.296,55.87,78,90,8.99,overcast clouds
403,Christchurch,NZ,-43.5333,172.6333,47.91,85,1,5.99,clear sky
404,Komsomolskiy,UZ,40.4272,71.7189,79.52,25,39,4.61,scattered clouds
405,Georgetown,MY,5.4112,100.3354,80.53,91,40,8.05,light rain
406,Sechura,PE,-5.5569,-80.8222,73.24,61,37,7.63,scattered clouds
407,Costinesti,RO,43.95,28.6333,88.84,35,32,11.01,scattered clouds
408,Jiexiu,CN,37.0244,111.9125,64.04,83,100,6.55,overcast clouds
409,Tatarsk,RU,55.219,75.9828,63.46,60,76,7.27,broken clouds
410,Hobyo,SO,5.3505,48.5268,76.23,84,1,27.0,clear sky
411,Tingo Maria,PE,-9.2895,-76.0088,75.51,78,20,3.44,few clouds
412,Mishkino,RU,55.3389,63.9175,68.41,58,41,7.9,scattered clouds
413,Longyearbyen,SJ,78.2186,15.6401,40.84,60,75,4.61,broken clouds
414,Marawi,PH,7.9986,124.2928,69.15,92,98,2.26,overcast clouds
415,Guilin,CN,25.2819,110.2864,80.71,73,36,0.4,scattered clouds
416,Aklavik,CA,68.2191,-135.0107,44.44,82,99,7.14,overcast clouds
417,Price,US,39.5994,-110.8107,71.11,32,0,0.0,clear sky
418,Santa Fe,AR,-31.6333,-60.7,61.02,38,0,8.99,light rain
419,Mount Gambier,AU,-37.8333,140.7667,49.91,100,100,10.36,light intensity drizzle
420,Cockburn Town,TC,21.4612,-71.1419,82.54,76,97,17.69,overcast clouds
421,Novopokrovka,UA,49.8425,36.5477,78.26,35,8,3.02,clear sky
422,Calderitas,MX,18.55,-88.25,86.83,65,20,9.1,few clouds
423,Victor Harbor,AU,-35.5667,138.6167,53.01,89,58,1.99,broken clouds
424,Ewa Beach,US,21.3156,-158.0072,76.98,76,0,6.91,clear sky
425,Nemuro,JP,43.3236,145.575,64.98,83,100,6.85,overcast clouds
426,Toucheng,TW,24.8592,121.8233,85.98,88,1,3.65,clear sky
427,Bathsheba,BB,13.2167,-59.5167,90.21,66,40,17.27,scattered clouds
428,Tual,ID,-5.6667,132.75,79.7,86,96,15.03,overcast clouds
429,Vostok,RU,46.4856,135.8833,51.28,97,100,2.75,overcast clouds
430,Tabas,IR,33.5959,56.9244,84.97,8,0,9.08,clear sky
431,Waingapu,ID,-9.6567,120.2641,76.68,84,12,10.54,few clouds
432,Soyo,AO,-6.1349,12.3689,73.98,80,74,9.98,broken clouds
433,Kalabo,ZM,-14.97,22.6814,84.65,15,0,3.8,clear sky
434,Limbang,MY,4.75,115.0,78.91,96,63,1.45,broken clouds
435,Akhisar,TR,38.9185,27.8401,96.51,34,40,10.36,scattered clouds
436,Hammerfest,NO,70.6634,23.6821,45.05,81,75,6.91,broken clouds
437,Trinidad,BO,-14.8333,-64.9,76.98,22,85,19.57,smoke
438,Dudinka,RU,69.4058,86.1778,36.63,98,100,2.93,overcast clouds
439,Barcelona,ES,41.3888,2.159,90.81,62,40,13.8,scattered clouds
440,Taozhuang,CN,34.85,117.3333,66.58,88,100,1.32,overcast clouds
441,Suntar,RU,62.1444,117.6319,40.84,93,54,7.74,broken clouds
442,Bac Lieu,VN,9.285,105.7244,81.3,83,40,5.73,scattered clouds
443,Dutse,NG,11.7594,9.3392,82.74,62,100,5.53,overcast clouds
444,Lompoc,US,34.6391,-120.4579,63.84,94,100,4.61,mist
445,Taunggyi,MM,20.7833,97.0333,64.87,93,100,1.57,moderate rain
446,Morant Bay,JM,17.8815,-76.4093,89.71,74,100,11.45,overcast clouds
447,Mazatlan,MX,23.2167,-106.4167,88.02,82,75,1.99,broken clouds
448,Pacific Grove,US,36.6177,-121.9166,60.75,88,100,1.99,overcast clouds
449,Jadu,LY,31.953,12.0261,95.86,18,0,21.3,clear sky
450,Cuamba,MZ,-14.8031,36.5372,78.31,23,0,4.36,clear sky
451,Iguape,BR,-24.7081,-47.5553,62.24,58,100,15.28,overcast clouds
452,Ornskoldsvik,SE,63.2909,18.7153,63.55,51,20,6.91,few clouds
453,Nalut,LY,30.3333,10.85,102.25,10,1,12.37,clear sky
454,Lasa,IT,46.6166,10.7002,77.68,51,26,1.88,scattered clouds
455,Yakeshi,CN,49.2833,120.7333,50.59,92,95,4.32,overcast clouds
456,Cap Malheureux,MU,-19.9842,57.6142,71.47,75,99,1.01,overcast clouds
457,Maldonado,UY,-34.6667,-54.9167,54.79,51,0,4.94,clear sky
458,Jerome,US,42.7241,-114.5186,71.08,32,0,4.61,clear sky
459,Lagoa,PT,39.05,-27.9833,74.05,84,48,10.33,light rain
460,Bilibino,RU,68.0546,166.4372,47.91,89,100,7.14,overcast clouds
461,Duluth,US,46.7833,-92.1066,74.08,72,40,21.85,scattered clouds
462,Kaseda,JP,31.4167,130.3167,79.2,84,83,7.74,broken clouds
463,Avera,US,33.194,-82.5271,82.45,54,6,8.41,clear sky
464,San Leandro,US,37.7249,-122.1561,65.97,82,75,5.75,broken clouds
465,Praia Da Vitoria,PT,38.7333,-27.0667,79.05,78,75,4.85,broken clouds
466,Vung Tau,VN,10.346,107.0843,81.86,84,12,11.72,few clouds
467,Vredendal,ZA,-31.6683,18.5012,62.01,44,0,21.9,clear sky
468,Saint Anthony,US,45.0205,-93.218,73.24,72,0,13.8,clear sky
469,Savelugu,GH,9.6244,-0.8253,82.4,73,92,4.85,overcast clouds
470,Makhachkala,RU,42.9764,47.5024,77.02,73,3,15.01,clear sky
471,Swan Hill,AU,-35.3378,143.5544,44.78,95,18,9.44,few clouds
472,Manadhoo,MV,5.7667,73.3833,80.87,81,94,19.28,overcast clouds
473,Bayangol,RU,50.6977,103.4656,37.94,91,49,1.95,scattered clouds
474,Kattivakkam,IN,13.2167,80.3167,86.09,76,51,7.52,broken clouds
475,Balkhash,KZ,46.844,74.9804,71.62,33,0,10.18,clear sky
476,Kisangani,CD,0.5167,25.2,73.8,91,99,1.9,moderate rain
477,Wenatchee,US,47.4235,-120.3103,64.69,59,0,6.91,clear sky
478,Half Moon Bay,US,37.4636,-122.4286,64.92,86,100,6.91,mist
479,Skjervoy,NO,70.0311,20.9714,48.2,70,100,8.23,overcast clouds
480,Namatanai,PG,-3.6667,152.4333,77.92,77,48,8.01,scattered clouds
481,Yerbogachen,RU,61.2767,108.0108,46.36,95,100,13.91,moderate rain
482,Araguacu,BR,-12.9306,-49.8264,96.58,16,21,8.34,few clouds
483,Nouadhibou,MR,20.931,-17.0347,84.18,58,1,17.27,clear sky
484,Marystown,CA,47.1666,-55.1483,68.92,71,80,15.73,broken clouds
485,Palmer,US,42.1584,-72.3287,83.68,65,75,10.36,broken clouds
486,Camargo,MX,27.6667,-105.1667,77.31,60,31,1.43,scattered clouds
487,Szigetvar,HU,46.0486,17.8055,81.55,45,79,8.61,broken clouds
488,Lakatoro,VU,-16.0999,167.4164,76.42,77,94,17.72,overcast clouds
489,Yumen,CN,40.2833,97.2,69.06,21,34,2.73,scattered clouds
490,Tuy Hoa,VN,13.0833,109.3,78.48,87,31,0.94,scattered clouds
491,Carutapera,BR,-1.195,-46.02,90.05,49,84,9.17,broken clouds
492,Sosnogorsk,RU,63.6023,53.8817,61.23,83,99,4.79,light rain
493,Ximei,CN,24.9639,118.3794,79.34,90,3,1.23,clear sky
494,Orsha,BY,54.5153,30.4053,72.52,64,40,2.26,scattered clouds
495,Vestmannaeyjar,IS,63.4427,-20.2734,52.79,93,100,28.77,overcast clouds
496,Caucaia,BR,-3.7361,-38.6531,89.31,58,20,18.41,few clouds
497,Pangkalanbuun,ID,-2.6833,111.6167,74.3,97,94,2.73,overcast clouds
498,Vilhena,BR,-12.7406,-60.1458,80.82,47,16,16.11,few clouds
499,Opopeo,MX,19.4,-101.6,58.06,80,100,1.9,overcast clouds
500,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,55.99,100,75,2.24,broken clouds
501,Itaueira,BR,-7.6033,-43.0256,96.46,18,16,7.87,few clouds
502,Road Town,VG,18.4167,-64.6167,87.89,74,40,9.22,scattered clouds
503,Kichera,RU,55.9375,110.0997,45.18,84,100,11.43,light rain
504,Batagay,RU,67.6333,134.6333,54.77,51,97,4.21,overcast clouds
505,Kantang,TH,7.4054,99.5156,77.16,91,100,1.32,overcast clouds
506,Veraval,IN,20.9,70.3667,79.77,80,100,7.07,overcast clouds
507,Hisar,IN,29.1667,75.7167,87.64,54,75,2.82,broken clouds
508,Breytovo,RU,58.2993,37.8617,72.46,51,100,5.08,overcast clouds
509,Terre Haute,US,39.4667,-87.4139,83.32,79,0,11.5,clear sky
510,Alofi,NU,-19.0595,-169.9187,64.29,100,75,1.14,broken clouds
511,Biak,ID,-0.9131,122.8766,75.61,87,96,3.83,overcast clouds
512,Touros,BR,-5.1989,-35.4608,82.96,62,49,19.33,scattered clouds
513,Yazman,PK,29.1212,71.7446,91.56,49,31,0.74,scattered clouds
514,Charters Towers,AU,-20.1,146.2667,64.22,94,44,11.65,scattered clouds
515,Cabedelo,BR,-6.9811,-34.8339,81.27,67,69,16.37,broken clouds
516,Mwinilunga,ZM,-11.7358,24.4293,80.33,19,4,5.41,clear sky
517,Esperance,AU,-33.8667,121.9,48.31,76,7,6.8,clear sky
518,Demba,CD,-5.51,22.2667,69.75,96,96,2.64,heavy intensity rain
519,Bertoua,CM,4.5833,13.6833,74.44,91,72,1.66,light rain
520,Doha,QA,25.2867,51.5333,97.11,55,0,11.5,clear sky
521,Seryshevo,RU,51.0933,128.3786,55.06,91,100,10.0,heavy intensity rain
522,Sebinkarahisar,TR,40.2883,38.4236,72.32,61,3,6.44,clear sky
523,Pacifica,US,37.6138,-122.4869,64.74,85,75,7.0,mist
524,Hamilton,US,39.1834,-84.5333,88.5,69,75,12.66,broken clouds
525,Redmond,US,47.674,-122.1215,68.29,78,0,1.01,clear sky
526,Nogliki,RU,51.8333,143.1667,52.09,83,52,12.12,broken clouds
527,Koroni,GR,36.8,21.95,88.07,66,0,14.12,clear sky
528,Katherine,AU,-14.4667,132.2667,82.72,57,0,8.05,clear sky
529,Puerto Montt,CL,-41.4698,-72.9447,41.83,100,75,1.14,broken clouds
530,Lodwar,KE,3.1191,35.5973,91.44,29,6,8.88,clear sky
531,Tilichiki,RU,60.4667,166.1,47.98,98,100,4.07,moderate rain
532,San Quintin,MX,30.4833,-115.95,71.37,77,74,8.97,broken clouds
533,Caravelas,BR,-17.7125,-39.2481,77.76,63,26,9.46,scattered clouds
534,Maralal,KE,1.0968,36.698,66.78,55,59,6.04,broken clouds
535,Lircay,PE,-12.9896,-74.7205,52.48,55,87,7.61,overcast clouds
536,Gorin,RU,51.1983,136.6669,52.95,97,44,4.29,scattered clouds
537,Norman Wells,CA,65.282,-126.8329,51.84,100,100,2.3,overcast clouds
538,Zapolyarnyy,RU,69.4154,30.8136,47.48,63,99,18.61,overcast clouds
539,San Jose De Sisa,PE,-6.6167,-76.6915,77.52,86,86,3.29,overcast clouds
540,Kurchum,KZ,48.5722,83.6542,63.81,36,0,4.27,clear sky
541,Bocaiuva,BR,-17.1078,-43.815,89.31,21,20,9.86,few clouds
542,Grand Gaube,MU,-20.0064,57.6608,72.0,75,99,1.01,overcast clouds
543,Maragogi,BR,-9.0122,-35.2225,78.96,68,38,11.01,scattered clouds
544,Angoche,MZ,-16.2325,39.9086,75.04,72,0,10.92,clear sky
545,Cravo Norte,CO,6.3017,-70.2041,76.73,87,100,4.03,overcast clouds
546,Sola,VU,-13.8833,167.55,78.84,78,21,18.68,few clouds
547,Weiser,US,44.251,-116.9693,74.32,33,0,1.19,clear sky
548,Juneau,US,58.3019,-134.4197,54.21,100,100,6.91,moderate rain
549,Maraba,BR,-5.3686,-49.1178,98.78,30,20,4.61,few clouds
550,Barranquilla,CO,10.9639,-74.7964,80.38,89,75,5.75,broken clouds
551,Atbasar,KZ,51.8,68.3333,66.58,34,1,2.77,clear sky
552,Terrace,CA,54.5163,-128.6035,58.91,100,100,12.66,light rain
553,Mandera,KE,3.9366,41.867,89.24,32,62,8.79,broken clouds
554,Byron Bay,AU,-28.65,153.6167,58.95,80,97,7.4,overcast clouds
555,Kannangad,IN,12.3081,75.1063,77.92,91,100,8.99,moderate rain
556,Lincoln,US,40.8,-96.667,80.35,56,0,5.75,clear sky
557,Newport,GB,51.5877,-2.9984,76.42,51,20,12.35,few clouds
558,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,73.06,32,39,9.19,scattered clouds
559,Bahia Blanca,AR,-38.7196,-62.2724,62.58,22,0,19.35,clear sky
560,Tefe,BR,-3.3542,-64.7114,87.91,70,20,8.05,few clouds
561,Williston,US,48.147,-103.618,69.82,48,0,8.01,clear sky
562,Teguldet,RU,57.3064,88.1667,42.13,95,21,1.7,few clouds
563,Susanville,US,40.4163,-120.653,81.12,36,0,3.44,clear sky
564,Gogrial,SS,8.5332,28.1004,79.74,73,57,1.5,broken clouds
565,Rorvik,NO,64.8621,11.2373,53.58,71,89,12.68,overcast clouds
566,San Luis,AR,-33.295,-66.3356,66.04,13,0,16.17,clear sky
567,Tahoua,NE,14.8888,5.2692,89.58,48,20,9.22,thunderstorm
568,Slobozia-Ciorasti,RO,45.6167,27.2,93.72,25,86,5.88,overcast clouds
569,Axim,GH,4.8699,-2.2405,78.62,74,42,8.52,scattered clouds
570,Skovorodino,RU,53.9833,123.9167,53.35,95,100,2.39,overcast clouds
571,Turan,VN,16.0678,108.2208,84.18,79,40,3.44,scattered clouds
572,San Juan,AR,-31.5375,-68.5364,67.71,15,0,11.99,clear sky
573,Pontes E Lacerda,BR,-15.2261,-59.3353,85.95,32,18,9.4,few clouds
574,Khasan,RU,42.4308,130.6434,62.31,89,98,2.46,overcast clouds
575,San Juan De La Maguana,DO,18.8059,-71.2299,85.28,55,88,6.85,overcast clouds
576,Netivot,IL,31.4222,34.5886,85.6,66,0,13.53,clear sky
577,Kingman,US,35.1894,-114.053,85.75,46,0,1.99,clear sky
578,Presque Isle,US,46.6811,-68.0159,76.03,70,0,8.05,clear sky
579,Rawlins,US,41.7911,-107.2387,66.34,32,1,6.85,clear sky
580,Kalispell,US,48.1958,-114.3129,62.67,67,0,0.0,clear sky
581,Chamba,IN,32.5667,76.1333,73.9,88,39,2.37,scattered clouds
582,Umarkot,PK,25.3616,69.7362,83.84,70,100,9.98,overcast clouds
583,Rawson,AR,-43.3002,-65.1023,64.04,22,100,19.3,overcast clouds
584,Walvis Bay,NA,-22.9575,14.5053,58.08,64,1,14.32,clear sky
585,Urubicha,BO,-15.3833,-62.95,81.84,26,87,7.45,overcast clouds
586,Bandar-E Anzali,IR,37.4727,49.4622,80.71,60,0,5.19,clear sky
587,Trincomalee,LK,8.5711,81.2335,82.6,74,74,3.2,broken clouds
588,Maniitsoq,GL,65.4167,-52.9,44.87,76,99,19.39,overcast clouds
589,Talara,PE,-4.5772,-81.2719,72.36,68,0,10.36,clear sky
590,Havoysund,NO,70.9963,24.6622,46.63,73,100,15.01,overcast clouds
591,Domoni,KM,-12.2569,44.5319,75.15,81,50,7.63,scattered clouds
592,Wad Rawah,SD,15.1603,33.1397,94.14,33,3,4.12,clear sky
593,Shakiso,ET,5.75,38.9167,65.35,67,71,1.03,broken clouds
594,Tutoia,BR,-2.7619,-42.2744,85.98,58,45,12.33,scattered clouds
595,Valparaiso,CL,-33.0393,-71.6273,62.01,90,100,9.22,fog
596,Panaba,MX,21.2833,-88.2667,90.12,54,19,7.65,few clouds
597,Kaeo,NZ,-35.1,173.7833,49.32,94,32,7.36,scattered clouds
598,Mundo Novo,BR,-11.8589,-40.4725,84.58,34,26,5.68,scattered clouds
599,Batya,HU,46.488,18.9542,82.38,43,100,8.21,overcast clouds
600,Jumla,NP,29.2747,82.1838,61.09,95,72,0.38,broken clouds
601,Barpali,IN,21.2,83.5833,80.31,84,35,4.65,scattered clouds
602,Saint-Augustin,CA,51.226,-58.6502,63.52,83,100,13.15,overcast clouds
603,Escarcega,MX,18.6089,-90.7454,89.6,52,20,5.7,few clouds
604,Nioro,GM,13.35,-15.75,81.32,76,95,11.92,overcast clouds
605,Elizabeth City,US,36.2946,-76.2511,89.06,79,87,7.65,overcast clouds
606,Ambilobe,MG,-13.2,49.05,73.29,76,63,2.89,broken clouds
607,Cherlak,RU,54.155,74.8055,63.99,43,61,7.65,broken clouds
608,Lufkin,US,31.3382,-94.7291,87.06,76,75,9.22,light rain
609,Dosso,NE,13.049,3.1937,89.49,47,100,8.05,overcast clouds
610,Beba,CU,22.4437,-79.7253,87.64,63,20,8.19,few clouds
611,Ketchikan,US,55.3422,-131.6461,59.11,96,100,4.76,overcast clouds
612,Morro Bay,US,35.3658,-120.8499,65.14,49,0,2.39,clear sky
613,Barmer,IN,25.75,71.3833,81.9,69,100,5.01,overcast clouds
614,Vale Da Amoreira,PT,39.0697,-7.6985,90.39,18,0,8.03,clear sky
615,Kalmunai,LK,7.4167,81.8167,80.65,81,74,6.98,broken clouds
616,Sibolga,ID,1.7427,98.7792,74.98,90,99,2.51,overcast clouds
617,Merauke,ID,-8.4667,140.3333,77.41,90,37,9.91,scattered clouds
618,Alihe,CN,50.5667,123.7167,50.25,96,70,2.55,broken clouds
619,Guisa,CU,20.255,-76.5386,90.21,48,2,3.06,clear sky
620,Malakal,SS,9.5334,31.6605,76.39,84,64,2.62,light rain
621,Berlevag,NO,70.8578,29.0864,46.35,66,100,20.71,overcast clouds
622,Inhambane,MZ,-23.865,35.3833,75.18,88,0,11.5,clear sky
623,Leh,IN,34.1667,77.5833,63.75,43,44,7.87,scattered clouds
624,La Libertad,EC,-2.2333,-80.9,71.26,83,100,6.91,overcast clouds
625,Chara,RU,56.9064,118.2631,40.17,92,94,2.59,overcast clouds
626,Labuhan,ID,-6.8844,112.2051,77.25,78,80,10.96,broken clouds
627,Balakhta,RU,55.38,91.6,53.31,96,100,3.98,light rain
628,Waipawa,NZ,-41.4122,175.5153,40.78,85,51,5.06,broken clouds
629,Hanstholm,DK,57.1167,8.6167,62.08,63,2,10.76,clear sky
630,Mogadishu,SO,2.0371,45.3438,76.28,82,1,18.59,clear sky
631,Ouango,CF,4.3133,22.5552,75.38,94,99,2.24,light rain
632,Lages,BR,-27.8161,-50.3261,58.66,32,60,3.27,broken clouds
633,Ulladulla,AU,-35.35,150.4667,58.77,92,3,5.5,clear sky
634,Vinukonda,IN,16.05,79.75,82.04,77,87,7.05,overcast clouds
635,Paso De Los Toros,UY,-32.8167,-56.5167,53.08,55,0,7.65,clear sky
636,Lokossa,BJ,6.6387,1.7167,81.72,65,94,8.01,overcast clouds
637,Isangel,VU,-19.55,169.2667,68.11,88,40,4.61,scattered clouds
638,Clarence Town,AU,-32.5833,151.7833,60.98,94,100,2.73,overcast clouds
639,Kasamatsu,JP,35.3686,136.764,76.08,88,75,1.14,broken clouds
640,Chokwe,MZ,-24.5333,32.9833,82.78,25,0,6.24,clear sky
641,Svetlyy,RU,54.675,20.1347,71.65,72,4,8.66,clear sky
642,Makakilo City,US,21.3469,-158.0858,75.56,78,20,3.44,few clouds
643,Basar,IN,27.9833,94.6667,72.19,99,68,0.2,broken clouds
644,Hukuntsi,BW,-24.0,21.75,77.16,15,0,9.64,clear sky
645,Rouvroy,FR,50.3925,2.904,77.9,33,70,8.72,broken clouds
646,Sibiti,CG,-3.6819,13.3499,84.92,42,68,4.25,broken clouds
647,Rognan,NO,67.0953,15.3878,54.05,92,100,4.29,overcast clouds
648,Agadir,MA,30.4202,-9.5982,82.85,52,57,7.05,broken clouds
649,La Rioja,ES,42.25,-2.5,73.18,91,77,9.31,broken clouds
650,Bayir,TR,37.2687,28.2167,81.12,48,6,4.81,clear sky
651,Lago Da Pedra,BR,-4.3333,-45.1667,99.19,25,56,4.18,broken clouds
652,Horodok,UA,49.1637,26.5839,80.08,45,92,9.93,overcast clouds
653,Mahibadhoo,MV,3.7833,72.9667,80.69,82,100,17.49,overcast clouds
654,Qobustan,AZ,40.0824,49.412,81.23,57,0,5.17,clear sky
655,Suclayin,PH,15.7568,121.5503,76.73,93,100,3.27,overcast clouds
656,South River,US,40.4465,-74.386,87.26,67,9,1.01,clear sky
657,Petropavlovka,RU,50.6114,105.3196,44.51,85,11,3.18,few clouds
658,Atambua,ID,-9.1061,124.8925,71.89,87,46,5.53,scattered clouds
659,Margate,GB,51.3813,1.3862,71.91,66,7,5.01,clear sky
660,Flinders,AU,-34.5833,150.8552,59.38,84,79,6.71,broken clouds
661,Araouane,ML,18.9048,-3.5265,97.36,31,63,18.1,broken clouds
662,Barguzin,RU,53.6167,109.6167,43.32,72,43,3.11,scattered clouds
663,Betare Oya,CM,5.6,14.0833,73.94,90,100,3.62,light rain
664,Finschhafen,PG,-6.6024,147.8681,77.43,86,100,7.36,heavy intensity rain
665,Lugo,ES,43.0,-7.5,84.76,55,97,5.99,overcast clouds
666,Talagang,PK,32.9297,72.4158,85.91,63,13,9.89,few clouds
667,Klaksvik,FO,62.2266,-6.589,52.72,80,89,13.87,overcast clouds
668,Brits,ZA,-25.6347,27.7802,82.13,23,0,5.84,clear sky
669,Gopalpur,IN,19.2667,84.9167,83.73,77,15,5.26,few clouds
670,Kinna,SE,57.5073,12.6946,68.02,46,87,7.85,overcast clouds
671,Shangqiu,CN,34.45,115.65,67.12,89,100,5.73,overcast clouds
672,Reshetylivka,UA,49.565,34.0782,82.67,27,0,5.12,clear sky
673,Ryde,GB,50.73,-1.1621,74.68,73,98,8.01,overcast clouds
674,Bud,US,39.447,-86.1758,85.89,78,90,11.99,overcast clouds
675,Mercedes,AR,-34.6515,-59.4307,57.94,32,0,10.25,clear sky
676,Keflavik,IS,64.0049,-22.5624,57.11,94,100,28.77,overcast clouds
677,Tinnanur,IN,13.1114,80.0261,85.75,75,43,5.73,scattered clouds
678,Narimanov,RU,46.6927,47.8498,82.31,18,90,9.04,overcast clouds
679,Ust-Nera,RU,64.5667,143.2,52.7,66,98,3.44,overcast clouds
680,Kalemie,CD,-5.9475,29.1947,77.23,57,73,1.72,broken clouds
681,Umm Kaddadah,SD,13.6017,26.6876,90.99,34,66,6.29,broken clouds
682,Palauig,PH,15.435,119.9045,81.16,81,100,3.6,overcast clouds
683,Otofuke,JP,42.9917,143.2003,59.94,87,100,1.92,overcast clouds
684,Pacora,PA,9.0833,-79.2833,83.48,89,75,10.36,broken clouds
685,Ranong,TH,9.9658,98.6348,78.8,86,100,2.35,overcast clouds
686,Greenville,US,35.6127,-77.3663,85.12,79,75,3.0,broken clouds
687,Rosetta,EG,31.4044,30.4164,80.6,72,0,12.17,clear sky
688,Puerto Carreno,CO,6.189,-67.4859,76.98,94,75,8.05,thunderstorm
689,Tateyama,JP,34.9833,139.8667,73.09,89,96,12.5,overcast clouds
690,Wucheng,CN,29.6008,118.175,78.82,92,96,3.22,moderate rain
691,Wageningen,NL,51.9667,5.6667,77.04,48,44,6.91,scattered clouds
692,Torgelow,DE,53.6333,14.0167,67.5,74,85,10.83,overcast clouds
693,Gander,CA,48.9682,-54.5906,75.33,57,75,15.01,broken clouds
694,San Policarpo,PH,12.1791,125.5072,81.91,78,98,2.86,overcast clouds
695,Mareeba,AU,-17.0,145.4333,69.48,89,92,4.47,overcast clouds
696,Mehran,IR,33.1222,46.1646,102.52,7,0,7.4,clear sky
697,Silver City,US,32.7701,-108.2803,81.68,40,40,3.44,scattered clouds
698,Celestun,MX,20.8667,-90.4,86.85,63,18,4.32,few clouds
699,Grandview,US,38.8858,-94.533,89.92,62,2,3.0,clear sky
